"item","age","produces"
"sister",16,0.100209
"sister",17,0.135036
"sister",18,0.155211
"sister",19,0.189911
"sister",20,0.227437
"sister",21,0.270531
"sister",22,0.311558
"sister",23,0.330798
"sister",24,0.368515
"sister",25,0.406557
"sister",26,0.520468
"sister",27,0.412371
"sister",28,0.591709
"sister",29,0.515152
"sister",30,0.662162
"sit",16,0.105428
"sit",17,0.164234
"sit",18,0.290466
"sit",19,0.372024
"sit",20,0.393502
"sit",21,0.463768
"sit",22,0.58794
"sit",23,0.684411
"sit",24,0.698046
"sit",25,0.758958
"sit",26,0.754386
"sit",27,0.784615
"sit",28,0.91206
"sit",29,0.80303
"sit",30,0.918919
"skate",16,0.00208768
"skate",17,0
"skate",18,0.00886918
"skate",19,0.0297619
"skate",20,0.032491
"skate",21,0.0772947
"skate",22,0.0904523
"skate",23,0.095057
"skate",24,0.147748
"skate",25,0.171053
"skate",26,0.25731
"skate",27,0.268041
"skate",28,0.424623
"skate",29,0.368687
"skate",30,0.442568
"sky",16,0.0647182
"sky",17,0.0693431
"sky",18,0.203991
"sky",19,0.261905
"sky",20,0.252708
"sky",21,0.333333
"sky",22,0.432161
"sky",23,0.467681
"sky",24,0.546099
"sky",25,0.578431
"sky",26,0.608187
"sky",27,0.690722
"sky",28,0.806533
"sky",29,0.727273
"sky",30,0.851351
"sled",16,0.00939457
"sled",17,0.0620438
"sled",18,0.0731707
"sled",19,0.0952381
"sled",20,0.129964
"sled",21,0.217391
"sled",22,0.241206
"sled",23,0.304183
"sled",24,0.252708
"sled",25,0.305921
"sled",26,0.327485
"sled",27,0.381443
"sled",28,0.38191
"sled",29,0.454545
"sled",30,0.527027
"sleep",16,0.0542797
"sleep",17,0.0875912
"sleep",18,0.170732
"sleep",19,0.267857
"sleep",20,0.32491
"sleep",21,0.371981
"sleep",22,0.507538
"sleep",23,0.623574
"sleep",24,0.636525
"sleep",25,0.75082
"sleep",26,0.783626
"sleep",27,0.8
"sleep",28,0.91206
"sleep",29,0.843434
"sleep",30,0.918919
"sleepy",16,0.0375783
"sleepy",17,0.0547445
"sleepy",18,0.104213
"sleepy",19,0.175595
"sleepy",20,0.180505
"sleepy",21,0.236715
"sleepy",22,0.341709
"sleepy",23,0.406844
"sleepy",24,0.466667
"sleepy",25,0.552632
"sleepy",26,0.590643
"sleepy",27,0.574359
"sleepy",28,0.75
"sleepy",29,0.641414
"sleepy",30,0.756757
"slide.action",16,0.0501044
"slide.action",17,0.0729927
"slide.action",18,0.13969
"slide.action",19,0.220238
"slide.action",20,0.259928
"slide.action",21,0.294686
"slide.action",22,0.422111
"slide.action",23,0.456274
"slide.action",24,0.5625
"slide.action",25,0.619672
"slide.action",26,0.649123
"slide.action",27,0.65641
"slide.action",28,0.809045
"slide.action",29,0.717172
"slide.action",30,0.861486
"slide.object",16,0.085595
"slide.object",17,0.113139
"slide.object",18,0.208426
"slide.object",19,0.344214
"slide.object",20,0.33935
"slide.object",21,0.381643
"slide.object",22,0.537688
"slide.object",23,0.574144
"slide.object",24,0.626335
"slide.object",25,0.686275
"slide.object",26,0.707602
"slide.object",27,0.733333
"slide.object",28,0.869347
"slide.object",29,0.792929
"slide.object",30,0.868243
"slipper",16,0.0323591
"slipper",17,0.0218978
"slipper",18,0.0931264
"slipper",19,0.127976
"slipper",20,0.137184
"slipper",21,0.21256
"slipper",22,0.296482
"slipper",23,0.372624
"slipper",24,0.383094
"slipper",25,0.394737
"slipper",26,0.51462
"slipper",27,0.476923
"slipper",28,0.702261
"slipper",29,0.570707
"slipper",30,0.672297
"slow",16,0.00626305
"slow",17,0.0109489
"slow",18,0.0221729
"slow",19,0.0625
"slow",20,0.0397112
"slow",21,0.10628
"slow",22,0.105528
"slow",23,0.171103
"slow",24,0.201439
"slow",25,0.278689
"slow",26,0.339181
"slow",27,0.35567
"slow",28,0.540201
"slow",29,0.494949
"slow",30,0.628378
"smile",16,0.00835073
"smile",17,0.0218978
"smile",18,0.0487805
"smile",19,0.107143
"smile",20,0.111913
"smile",21,0.154589
"smile",22,0.231156
"smile",23,0.304183
"smile",24,0.351786
"smile",25,0.458746
"smile",26,0.450292
"smile",27,0.505155
"smile",28,0.673367
"smile",29,0.651515
"smile",30,0.72973
"snack",16,0.0511482
"snack",17,0.124088
"snack",18,0.203991
"snack",19,0.217262
"snack",20,0.288809
"snack",21,0.328502
"snack",22,0.407035
"snack",23,0.543726
"snack",24,0.567084
"snack",25,0.613115
"snack",26,0.654971
"snack",27,0.671795
"snack",28,0.795226
"snack",29,0.777778
"snack",30,0.878378
"sneaker",16,0.0135699
"sneaker",17,0.0218978
"sneaker",18,0.0421286
"sneaker",19,0.0863095
"sneaker",20,0.111913
"sneaker",21,0.101449
"sneaker",22,0.19598
"sneaker",23,0.18251
"sneaker",24,0.202899
"sneaker",25,0.30363
"sneaker",26,0.305882
"sneaker",27,0.358974
"sneaker",28,0.471106
"sneaker",29,0.393939
"sneaker",30,0.47973
"snow",16,0.0542797
"snow",17,0.0912409
"snow",18,0.150776
"snow",19,0.190476
"snow",20,0.238267
"snow",21,0.294686
"snow",22,0.442211
"snow",23,0.498099
"snow",24,0.487589
"snow",25,0.52443
"snow",26,0.596491
"snow",27,0.670103
"snow",28,0.714824
"snow",29,0.686869
"snow",30,0.800676
"snowman",16,0.0135699
"snowman",17,0.0218978
"snowman",18,0.037694
"snowman",19,0.0803571
"snowman",20,0.104317
"snowman",21,0.169082
"snowman",22,0.241206
"snowman",23,0.288973
"snowman",24,0.317857
"snowman",25,0.405844
"snowman",26,0.461988
"snowman",27,0.502564
"snowman",28,0.606784
"snowman",29,0.590909
"snowman",30,0.753378
"snowsuit",16,0.00417537
"snowsuit",17,0.00729927
"snowsuit",18,0.0155211
"snowsuit",19,0.0238095
"snowsuit",20,0.0216606
"snowsuit",21,0.0531401
"snowsuit",22,0.0854271
"snowsuit",23,0.0874525
"snowsuit",24,0.0969479
"snowsuit",25,0.145215
"snowsuit",26,0.181287
"snowsuit",27,0.180412
"snowsuit",28,0.258794
"snowsuit",29,0.19697
"snowsuit",30,0.260135
"so",16,0.00208768
"so",17,0.0109489
"so",18,0.00886918
"so",19,0.0238095
"so",20,0.0252708
"so",21,0.0483092
"so",22,0.0653266
"so",23,0.0988593
"so",24,0.101083
"so",25,0.15894
"so",26,0.204678
"so",27,0.252577
"so",28,0.292714
"so",29,0.30303
"so",30,0.378378
"so_big",16,0.0636743
"so_big",17,0.080292
"so_big",18,0.146341
"so_big",19,0.127976
"so_big",20,0.194946
"so_big",21,0.227053
"so_big",22,0.286432
"so_big",23,0.376426
"so_big",24,0.4
"so_big",25,0.498361
"so_big",26,0.54386
"so_big",27,0.489691
"so_big",28,0.619347
"so_big",29,0.60101
"so_big",30,0.675676
"soap",16,0.0678497
"soap",17,0.0985401
"soap",18,0.226164
"soap",19,0.303571
"soap",20,0.364621
"soap",21,0.434783
"soap",22,0.522613
"soap",23,0.581749
"soap",24,0.679078
"soap",25,0.759868
"soap",26,0.754386
"soap",27,0.829897
"soap",28,0.907035
"soap",29,0.833333
"soap",30,0.912162
"sock",16,0.299582
"sock",17,0.215328
"sock",18,0.443459
"sock",19,0.479167
"sock",20,0.462094
"sock",21,0.439614
"sock",22,0.502513
"sock",23,0.596958
"sock",24,0.711504
"sock",25,0.7557
"sock",26,0.818713
"sock",27,0.779487
"sock",28,0.94598
"sock",29,0.787879
"sock",30,0.898649
"soda",16,0.0490605
"soda",17,0.0656934
"soda",18,0.137472
"soda",19,0.184524
"soda",20,0.216606
"soda",21,0.270531
"soda",22,0.316583
"soda",23,0.365019
"soda",24,0.39783
"soda",25,0.462046
"soda",26,0.535294
"soda",27,0.515464
"soda",28,0.718593
"soda",29,0.590909
"soda",30,0.638514
"sofa",16,0.00730689
"sofa",17,0.0145985
"sofa",18,0.037694
"sofa",19,0.0744048
"sofa",20,0.0794224
"sofa",21,0.0772947
"sofa",22,0.110553
"sofa",23,0.159696
"sofa",24,0.222423
"sofa",25,0.222951
"sofa",26,0.269006
"sofa",27,0.34359
"sofa",28,0.417085
"sofa",29,0.409091
"sofa",30,0.422297
"soft",16,0.0302714
"soft",17,0.0437956
"soft",18,0.126386
"soft",19,0.145833
"soft",20,0.148014
"soft",21,0.183575
"soft",22,0.261307
"soft",23,0.353612
"soft",24,0.423698
"soft",25,0.472131
"soft",26,0.502924
"soft",27,0.553846
"soft",28,0.718593
"soft",29,0.616162
"soft",30,0.77027
"some",16,0.026096
"some",17,0.0328467
"some",18,0.0931264
"some",19,0.113095
"some",20,0.140794
"some",21,0.178744
"some",22,0.291457
"some",23,0.296578
"some",24,0.388489
"some",25,0.419142
"some",26,0.578947
"some",27,0.587629
"some",28,0.721106
"some",29,0.656566
"some",30,0.783784
"soup",16,0.0386221
"soup",17,0.0547445
"soup",18,0.13969
"soup",19,0.184524
"soup",20,0.281588
"soup",21,0.280193
"soup",22,0.407035
"soup",23,0.471483
"soup",24,0.485765
"soup",25,0.561688
"soup",26,0.578947
"soup",27,0.651282
"soup",28,0.763819
"soup",29,0.686869
"soup",30,0.810811
"spaghetti",16,0.0501044
"spaghetti",17,0.080292
"spaghetti",18,0.148559
"spaghetti",19,0.1875
"spaghetti",20,0.227437
"spaghetti",21,0.270531
"spaghetti",22,0.346734
"spaghetti",23,0.460076
"spaghetti",24,0.559928
"spaghetti",25,0.580328
"spaghetti",26,0.688235
"spaghetti",27,0.680412
"spaghetti",28,0.831658
"spaghetti",29,0.752525
"spaghetti",30,0.881757
"spill",16,0.00835073
"spill",17,0.00729927
"spill",18,0.0399113
"spill",19,0.0744048
"spill",20,0.126354
"spill",21,0.169082
"spill",22,0.251256
"spill",23,0.307985
"spill",24,0.339964
"spill",25,0.434211
"spill",26,0.555556
"spill",27,0.515464
"spill",28,0.707286
"spill",29,0.671717
"spill",30,0.804054
"splash",16,0.0501044
"splash",17,0.0547445
"splash",18,0.110865
"splash",19,0.157738
"splash",20,0.166065
"splash",21,0.241546
"splash",22,0.316583
"splash",23,0.395437
"splash",24,0.464029
"splash",25,0.509868
"splash",26,0.549708
"splash",27,0.558974
"splash",28,0.751256
"splash",29,0.70202
"splash",30,0.837838
"spoon",16,0.197286
"spoon",17,0.255474
"spoon",18,0.443459
"spoon",19,0.525223
"spoon",20,0.574007
"spoon",21,0.608696
"spoon",22,0.733668
"spoon",23,0.790875
"spoon",24,0.775221
"spoon",25,0.837662
"spoon",26,0.865497
"spoon",27,0.892308
"spoon",28,0.94598
"spoon",29,0.888889
"spoon",30,0.962838
"sprinkler",16,0.00521921
"sprinkler",17,0.00729927
"sprinkler",18,0.0310421
"sprinkler",19,0.0565476
"sprinkler",20,0.0541516
"sprinkler",21,0.0772947
"sprinkler",22,0.130653
"sprinkler",23,0.152091
"sprinkler",24,0.235935
"sprinkler",25,0.328947
"sprinkler",26,0.311765
"sprinkler",27,0.402062
"sprinkler",28,0.507538
"sprinkler",29,0.454545
"sprinkler",30,0.564189
"squirrel",16,0.0490605
"squirrel",17,0.0583942
"squirrel",18,0.170732
"squirrel",19,0.198813
"squirrel",20,0.241877
"squirrel",21,0.2657
"squirrel",22,0.356784
"squirrel",23,0.422053
"squirrel",24,0.497317
"squirrel",25,0.552288
"squirrel",26,0.578947
"squirrel",27,0.641026
"squirrel",28,0.75
"squirrel",29,0.727273
"squirrel",30,0.800676
"stairs",16,0.0542797
"stairs",17,0.0583942
"stairs",18,0.13082
"stairs",19,0.217262
"stairs",20,0.194946
"stairs",21,0.217391
"stairs",22,0.40201
"stairs",23,0.38403
"stairs",24,0.47153
"stairs",25,0.559211
"stairs",26,0.631579
"stairs",27,0.579487
"stairs",28,0.831658
"stairs",29,0.656566
"stairs",30,0.790541
"stand",16,0.0104384
"stand",17,0.0218978
"stand",18,0.059867
"stand",19,0.0833333
"stand",20,0.129964
"stand",21,0.193237
"stand",22,0.281407
"stand",23,0.353612
"stand",24,0.37702
"stand",25,0.450658
"stand",26,0.578947
"stand",27,0.538462
"stand",28,0.713568
"stand",29,0.671717
"stand",30,0.766892
"star",16,0.112735
"star",17,0.182482
"star",18,0.250554
"star",19,0.309524
"star",20,0.364621
"star",21,0.487923
"star",22,0.532663
"star",23,0.562738
"star",24,0.667851
"star",25,0.72549
"star",26,0.701754
"star",27,0.758974
"star",28,0.879397
"star",29,0.823232
"star",30,0.905405
"stay",16,0.00626305
"stay",17,0.0182482
"stay",18,0.0576497
"stay",19,0.0803571
"stay",20,0.115523
"stay",21,0.125604
"stay",22,0.261307
"stay",23,0.368821
"stay",24,0.382143
"stay",25,0.439344
"stay",26,0.549708
"stay",27,0.548718
"stay",28,0.71608
"stay",29,0.636364
"stay",30,0.763514
"stick",16,0.0490605
"stick",17,0.080292
"stick",18,0.159645
"stick",19,0.21131
"stick",20,0.202166
"stick",21,0.256039
"stick",22,0.38191
"stick",23,0.486692
"stick",24,0.543165
"stick",25,0.571895
"stick",26,0.660819
"stick",27,0.716495
"stick",28,0.811558
"stick",29,0.722222
"stick",30,0.868243
"sticky",16,0.0177453
"sticky",17,0.0510949
"sticky",18,0.0886918
"sticky",19,0.110119
"sticky",20,0.173285
"sticky",21,0.173913
"sticky",22,0.271357
"sticky",23,0.323194
"sticky",24,0.407871
"sticky",25,0.487013
"sticky",26,0.48538
"sticky",27,0.528205
"sticky",28,0.702261
"sticky",29,0.626263
"sticky",30,0.790541
"stone",16,0.0146138
"stone",17,0.0109489
"stone",18,0.0465632
"stone",19,0.0446429
"stone",20,0.0722022
"stone",21,0.0821256
"stone",22,0.160804
"stone",23,0.140684
"stone",24,0.200361
"stone",25,0.240132
"stone",26,0.292398
"stone",27,0.298969
"stone",28,0.414573
"stone",29,0.338384
"stone",30,0.462838
"stop",16,0.0866388
"stop",17,0.142336
"stop",18,0.197339
"stop",19,0.252976
"stop",20,0.32852
"stop",21,0.415459
"stop",22,0.537688
"stop",23,0.608365
"stop",24,0.656637
"stop",25,0.740984
"stop",26,0.789474
"stop",27,0.753846
"stop",28,0.908291
"stop",29,0.838384
"stop",30,0.905405
"store",16,0.0375783
"store",17,0.040146
"store",18,0.161863
"store",19,0.229167
"store",20,0.249097
"store",21,0.31401
"store",22,0.442211
"store",23,0.524715
"store",24,0.589698
"store",25,0.662295
"store",26,0.777778
"store",27,0.733333
"store",28,0.883166
"store",29,0.782828
"store",30,0.89527
"story",16,0.0271399
"story",17,0.0583942
"story",18,0.119734
"story",19,0.184524
"story",20,0.176895
"story",21,0.275362
"story",22,0.356784
"story",23,0.418251
"story",24,0.529307
"story",25,0.54902
"story",26,0.608187
"story",27,0.659794
"story",28,0.811558
"story",29,0.732323
"story",30,0.841216
"stove",16,0.019833
"stove",17,0.0656934
"stove",18,0.104213
"stove",19,0.175595
"stove",20,0.191336
"stove",21,0.256039
"stove",22,0.376884
"stove",23,0.406844
"stove",24,0.382562
"stove",25,0.447368
"stove",26,0.508772
"stove",27,0.605128
"stove",28,0.648241
"stove",29,0.666667
"stove",30,0.719595
"strawberry",16,0.0584551
"strawberry",17,0.0912409
"strawberry",18,0.168514
"strawberry",19,0.208333
"strawberry",20,0.255396
"strawberry",21,0.342995
"strawberry",22,0.437186
"strawberry",23,0.501901
"strawberry",24,0.542705
"strawberry",25,0.616393
"strawberry",26,0.672515
"strawberry",27,0.654639
"strawberry",28,0.797739
"strawberry",29,0.80303
"strawberry",30,0.864865
"street",16,0.0156576
"street",17,0.0218978
"street",18,0.0709534
"street",19,0.139881
"street",20,0.129964
"street",21,0.207729
"street",22,0.291457
"street",23,0.365019
"street",24,0.433155
"street",25,0.519737
"street",26,0.584795
"street",27,0.587629
"street",28,0.78392
"street",29,0.732323
"street",30,0.85473
"stroller",16,0.0605428
"stroller",17,0.0474453
"stroller",18,0.157428
"stroller",19,0.216617
"stroller",20,0.216606
"stroller",21,0.178744
"stroller",22,0.276382
"stroller",23,0.334601
"stroller",24,0.483066
"stroller",25,0.534426
"stroller",26,0.532164
"stroller",27,0.546392
"stroller",28,0.831658
"stroller",29,0.540404
"stroller",30,0.790541
"stuck",16,0.0417537
"stuck",17,0.0766423
"stuck",18,0.13082
"stuck",19,0.16369
"stuck",20,0.220217
"stuck",21,0.227053
"stuck",22,0.346734
"stuck",23,0.372624
"stuck",24,0.454054
"stuck",25,0.4375
"stuck",26,0.602339
"stuck",27,0.572165
"stuck",28,0.757538
"stuck",29,0.616162
"stuck",30,0.722973
"sun",16,0.0553236
"sun",17,0.0985401
"sun",18,0.186253
"sun",19,0.324405
"sun",20,0.32491
"sun",21,0.415459
"sun",22,0.477387
"sun",23,0.558935
"sun",24,0.641711
"sun",25,0.727869
"sun",26,0.719298
"sun",27,0.774359
"sun",28,0.89196
"sun",29,0.833333
"sun",30,0.925676
"sweater",16,0.0688935
"sweater",17,0.189781
"sweater",18,0.199557
"sweater",19,0.294643
"sweater",20,0.364621
"sweater",21,0.391304
"sweater",22,0.527638
"sweater",23,0.623574
"sweater",24,0.522282
"sweater",25,0.544262
"sweater",26,0.631579
"sweater",27,0.651282
"sweater",28,0.682161
"sweater",29,0.752525
"sweater",30,0.807432
"sweep",16,0.0219207
"sweep",17,0.0328467
"sweep",18,0.0731707
"sweep",19,0.122024
"sweep",20,0.140794
"sweep",21,0.21256
"sweep",22,0.281407
"sweep",23,0.326996
"sweep",24,0.387792
"sweep",25,0.460526
"sweep",26,0.48538
"sweep",27,0.5
"sweep",28,0.711055
"sweep",29,0.646465
"sweep",30,0.753378
"swim",16,0.0344468
"swim",17,0.0693431
"swim",18,0.133038
"swim",19,0.1875
"swim",20,0.191336
"swim",21,0.2657
"swim",22,0.376884
"swim",23,0.479087
"swim",24,0.518784
"swim",25,0.628289
"swim",26,0.637427
"swim",27,0.625641
"swim",28,0.805276
"swim",29,0.752525
"swim",30,0.868243
"swing.action",16,0.101253
"swing.action",17,0.105839
"swing.action",18,0.21286
"swing.action",19,0.326409
"swing.action",20,0.306859
"swing.action",21,0.371981
"swing.action",22,0.547739
"swing.action",23,0.581749
"swing.action",24,0.630162
"swing.action",25,0.684211
"swing.action",26,0.74269
"swing.action",27,0.712821
"swing.action",28,0.859296
"swing.action",29,0.813131
"swing.action",30,0.888514
"swing.object",16,0.135699
"swing.object",17,0.178832
"swing.object",18,0.303769
"swing.object",19,0.412463
"swing.object",20,0.411552
"swing.object",21,0.463768
"swing.object",22,0.623116
"swing.object",23,0.653992
"swing.object",24,0.679785
"swing.object",25,0.74183
"swing.object",26,0.807018
"swing.object",27,0.820513
"swing.object",28,0.889447
"swing.object",29,0.828283
"swing.object",30,0.922297
"table",16,0.0407098
"table",17,0.0620438
"table",18,0.16408
"table",19,0.264881
"table",20,0.277978
"table",21,0.304348
"table",22,0.472362
"table",23,0.524715
"table",24,0.589698
"table",25,0.691803
"table",26,0.707602
"table",27,0.738462
"table",28,0.878141
"table",29,0.818182
"table",30,0.905405
"take",16,0.00730689
"take",17,0.00729927
"take",18,0.037694
"take",19,0.077381
"take",20,0.0830325
"take",21,0.120773
"take",22,0.241206
"take",23,0.323194
"take",24,0.323741
"take",25,0.414474
"take",26,0.508772
"take",27,0.505155
"take",28,0.689698
"take",29,0.646465
"take",30,0.746622
"talk",16,0.0135699
"talk",17,0.0328467
"talk",18,0.0864745
"talk",19,0.0982143
"talk",20,0.119134
"talk",21,0.130435
"talk",22,0.261307
"talk",23,0.342205
"talk",24,0.398927
"talk",25,0.457237
"talk",26,0.54386
"talk",27,0.584615
"talk",28,0.747487
"talk",29,0.717172
"talk",30,0.810811
"tape",16,0.0167015
"tape",17,0.0109489
"tape",18,0.0909091
"tape",19,0.133929
"tape",20,0.140794
"tape",21,0.173913
"tape",22,0.251256
"tape",23,0.338403
"tape",24,0.417563
"tape",25,0.462046
"tape",26,0.555556
"tape",27,0.592784
"tape",28,0.728643
"tape",29,0.641414
"tape",30,0.766892
"taste",16,0.00835073
"taste",17,0
"taste",18,0.0354767
"taste",19,0.0625
"taste",20,0.0758123
"taste",21,0.0966184
"taste",22,0.201005
"taste",23,0.224335
"taste",24,0.277281
"taste",25,0.319079
"taste",26,0.421053
"taste",27,0.438144
"taste",28,0.606784
"taste",29,0.545455
"taste",30,0.655405
"teacher",16,0.0104384
"teacher",17,0.0182482
"teacher",18,0.0487805
"teacher",19,0.0744048
"teacher",20,0.0685921
"teacher",21,0.0917874
"teacher",22,0.165829
"teacher",23,0.1673
"teacher",24,0.294964
"teacher",25,0.291803
"teacher",26,0.391813
"teacher",27,0.394872
"teacher",28,0.545226
"teacher",29,0.555556
"teacher",30,0.655405
"tear",16,0.00208768
"tear",17,0.0109489
"tear",18,0.0177384
"tear",19,0.0178571
"tear",20,0.0505415
"tear",21,0.057971
"tear",22,0.0904523
"tear",23,0.117871
"tear",24,0.188065
"tear",25,0.224422
"tear",26,0.239766
"tear",27,0.329897
"tear",28,0.440955
"tear",29,0.459596
"tear",30,0.533784
"teddybear",16,0.152401
"teddybear",17,0.124088
"teddybear",18,0.228381
"teddybear",19,0.324405
"teddybear",20,0.323741
"teddybear",21,0.338164
"teddybear",22,0.477387
"teddybear",23,0.574144
"teddybear",24,0.549195
"teddybear",25,0.678689
"teddybear",26,0.695906
"teddybear",27,0.712821
"teddybear",28,0.865578
"teddybear",29,0.79798
"teddybear",30,0.851351
"telephone",16,0.160752
"telephone",17,0.164234
"telephone",18,0.325942
"telephone",19,0.404762
"telephone",20,0.487365
"telephone",21,0.536232
"telephone",22,0.653266
"telephone",23,0.676806
"telephone",24,0.721631
"telephone",25,0.816993
"telephone",26,0.830409
"telephone",27,0.871795
"telephone",28,0.94598
"telephone",29,0.893939
"telephone",30,0.956081
"thank_you",16,0.373695
"thank_you",17,0.441606
"thank_you",18,0.563193
"thank_you",19,0.620178
"thank_you",20,0.654676
"thank_you",21,0.710145
"thank_you",22,0.78392
"thank_you",23,0.840304
"thank_you",24,0.858407
"thank_you",25,0.883117
"thank_you",26,0.912281
"thank_you",27,0.938462
"thank_you",28,0.96608
"thank_you",29,0.979798
"thank_you",30,0.97973
"that",16,0.205637
"that",17,0.189781
"that",18,0.197339
"that",19,0.303571
"that",20,0.292419
"that",21,0.309179
"that",22,0.467337
"that",23,0.48289
"that",24,0.527828
"that",25,0.572368
"that",26,0.652941
"that",27,0.682051
"that",28,0.79397
"that",29,0.752525
"that",30,0.827703
"the",16,0.0187891
"the",17,0.0255474
"the",18,0.0421286
"the",19,0.077381
"the",20,0.0794224
"the",21,0.0869565
"the",22,0.211055
"the",23,0.250951
"the",24,0.306159
"the",25,0.30363
"the",26,0.508772
"the",27,0.458763
"the",28,0.63191
"the",29,0.530303
"the",30,0.699324
"their",16,0.00208768
"their",17,0.00364964
"their",18,0.00443459
"their",19,0.00595238
"their",20,0.0180505
"their",21,0.0193237
"their",22,0.040201
"their",23,0.0608365
"their",24,0.0597826
"their",25,0.0990099
"their",26,0.182353
"their",27,0.180412
"their",28,0.258794
"their",29,0.292929
"their",30,0.287162
"them",16,0.00313152
"them",17,0
"them",18,0.00665188
"them",19,0.0327381
"them",20,0.0252708
"them",21,0.0289855
"them",22,0.0854271
"them",23,0.095057
"them",24,0.105072
"them",25,0.168317
"them",26,0.274854
"them",27,0.252577
"them",28,0.334171
"them",29,0.348485
"them",30,0.422297
"then",16,0.00104384
"then",17,0
"then",18,0.00221729
"then",19,0.00892857
"then",20,0.0216606
"then",21,0.0241546
"then",22,0.0301508
"then",23,0.0646388
"then",24,0.0652174
"then",25,0.119205
"then",26,0.19883
"then",27,0.21134
"then",28,0.282663
"then",29,0.242424
"then",30,0.337838
"there",16,0.0699374
"there",17,0.0437956
"there",18,0.10643
"there",19,0.125
"there",20,0.169675
"there",21,0.188406
"there",22,0.311558
"there",23,0.387833
"there",24,0.420108
"there",25,0.47541
"there",26,0.608187
"there",27,0.628866
"there",28,0.781407
"there",29,0.681818
"there",30,0.787162
"these",16,0.0187891
"these",17,0.0145985
"these",18,0.037694
"these",19,0.0654762
"these",20,0.0974729
"these",21,0.0676329
"these",22,0.175879
"these",23,0.201521
"these",24,0.209765
"these",25,0.302632
"these",26,0.438596
"these",27,0.402062
"these",28,0.512563
"these",29,0.464646
"these",30,0.543919
"they",16,0.00313152
"they",17,0
"they",18,0.00665188
"they",19,0.00595238
"they",20,0.0180505
"they",21,0.0338164
"they",22,0.0603015
"they",23,0.0760456
"they",24,0.076087
"they",25,0.148515
"they",26,0.235294
"they",27,0.252577
"they",28,0.356784
"they",29,0.373737
"they",30,0.442568
"think",16,0.00313152
"think",17,0.00364964
"think",18,0.0177384
"think",19,0.0119048
"think",20,0.0252708
"think",21,0.0434783
"think",22,0.0753769
"think",23,0.0912548
"think",24,0.128159
"think",25,0.184211
"think",26,0.22807
"think",27,0.262887
"think",28,0.425879
"think",29,0.368687
"think",30,0.506757
"thirsty",16,0.0313152
"thirsty",17,0.0218978
"thirsty",18,0.0665188
"thirsty",19,0.127976
"thirsty",20,0.165468
"thirsty",21,0.188406
"thirsty",22,0.311558
"thirsty",23,0.403042
"thirsty",24,0.439856
"thirsty",25,0.476974
"thirsty",26,0.54386
"thirsty",27,0.620513
"thirsty",28,0.733668
"thirsty",29,0.686869
"thirsty",30,0.760135
"this",16,0.137787
"this",17,0.178832
"this",18,0.192905
"this",19,0.232143
"this",20,0.241877
"this",21,0.294686
"this",22,0.437186
"this",23,0.456274
"this",24,0.470377
"this",25,0.522876
"this",26,0.608187
"this",27,0.605128
"this",28,0.785176
"this",29,0.636364
"this",30,0.790541
"this_little_piggy",16,0.0365344
"this_little_piggy",17,0.040146
"this_little_piggy",18,0.108647
"this_little_piggy",19,0.133929
"this_little_piggy",20,0.155235
"this_little_piggy",21,0.173913
"this_little_piggy",22,0.236181
"this_little_piggy",23,0.323194
"this_little_piggy",24,0.403571
"this_little_piggy",25,0.436066
"this_little_piggy",26,0.450292
"this_little_piggy",27,0.517949
"this_little_piggy",28,0.678392
"this_little_piggy",29,0.575758
"this_little_piggy",30,0.706081
"those",16,0.00835073
"those",17,0.0109489
"those",18,0.0288248
"those",19,0.0327381
"those",20,0.0397112
"those",21,0.0338164
"those",22,0.0854271
"those",23,0.144487
"those",24,0.159132
"those",25,0.165017
"those",26,0.298246
"those",27,0.271795
"those",28,0.43593
"those",29,0.414141
"those",30,0.486486
"throw",16,0.0375783
"throw",17,0.0583942
"throw",18,0.137472
"throw",19,0.157738
"throw",20,0.191336
"throw",21,0.227053
"throw",22,0.386935
"throw",23,0.475285
"throw",24,0.539146
"throw",25,0.625
"throw",26,0.654971
"throw",27,0.690722
"throw",28,0.827889
"throw",29,0.757576
"throw",30,0.878378
"tickle",16,0.122129
"tickle",17,0.142336
"tickle",18,0.27051
"tickle",19,0.247024
"tickle",20,0.299639
"tickle",21,0.289855
"tickle",22,0.482412
"tickle",23,0.539924
"tickle",24,0.608929
"tickle",25,0.67541
"tickle",26,0.678363
"tickle",27,0.697436
"tickle",28,0.863065
"tickle",29,0.747475
"tickle",30,0.858108
"tiger",16,0.0793319
"tiger",17,0.0875912
"tiger",18,0.18847
"tiger",19,0.238095
"tiger",20,0.251799
"tiger",21,0.294686
"tiger",22,0.422111
"tiger",23,0.532319
"tiger",24,0.577818
"tiger",25,0.596721
"tiger",26,0.678363
"tiger",27,0.692308
"tiger",28,0.844221
"tiger",29,0.747475
"tiger",30,0.881757
"tights",16,0.00626305
"tights",17,0.0145985
"tights",18,0.0288248
"tights",19,0.0238095
"tights",20,0.0685921
"tights",21,0.0628019
"tights",22,0.145729
"tights",23,0.110266
"tights",24,0.176577
"tights",25,0.20132
"tights",26,0.304094
"tights",27,0.231959
"tights",28,0.332915
"tights",29,0.328283
"tights",30,0.429054
"time",16,0.00104384
"time",17,0.00364964
"time",18,0.0177384
"time",19,0.0238095
"time",20,0.0577617
"time",21,0.0676329
"time",22,0.0854271
"time",23,0.106464
